inst,fam,seed,it,pos
glass-sc,MIPLIB2017,0,219,0.05435698712
glass-sc,MIPLIB2017,0,235,0.05435698712
glass-sc,MIPLIB2017,0,260,0.1725623637
glass-sc,MIPLIB2017,0,279,0.05435698712
glass-sc,MIPLIB2017,0,286,0.1725623637
glass-sc,MIPLIB2017,0,305,0.1725623637
glass-sc,MIPLIB2017,0,329,0.1725623637
glass-sc,MIPLIB2017,0,337,0.1725623637
glass-sc,MIPLIB2017,0,353,0.1725623637
glass-sc,MIPLIB2017,0,394,0.2907677403
glass-sc,MIPLIB2017,0,399,0.1725623637
glass-sc,MIPLIB2017,0,402,0.1725623637
glass-sc,MIPLIB2017,0,428,0.1725623637
glass-sc,MIPLIB2017,0,438,0.1725623637
glass-sc,MIPLIB2017,0,440,0.05435698712
glass-sc,MIPLIB2017,0,470,0.05435698712
glass-sc,MIPLIB2017,0,475,0.05435698712
glass-sc,MIPLIB2017,0,550,0.1725623637
glass-sc,MIPLIB2017,0,552,0.8817946234
glass-sc,MIPLIB2017,0,553,0.2907677403
glass-sc,MIPLIB2017,0,593,0.05435698712
glass-sc,MIPLIB2017,0,609,0.4089731169
glass-sc,MIPLIB2017,0,643,0.1725623637
glass-sc,MIPLIB2017,0,669,0.1725623637
glass-sc,MIPLIB2017,0,684,0.2907677403
glass-sc,MIPLIB2017,0,703,0.1725623637
glass-sc,MIPLIB2017,0,732,0.1725623637
glass-sc,MIPLIB2017,0,797,0.1725623637
glass-sc,MIPLIB2017,0,803,0.05435698712
glass-sc,MIPLIB2017,0,807,0.2907677403
glass-sc,MIPLIB2017,0,815,0.1725623637
glass-sc,MIPLIB2017,0,844,0.1725623637
glass-sc,MIPLIB2017,0,871,0.05435698712
glass-sc,MIPLIB2017,0,876,0.1725623637
glass-sc,MIPLIB2017,0,879,0.05435698712
glass-sc,MIPLIB2017,0,900,0.05435698712
glass-sc,MIPLIB2017,0,1012,0.05435698712
glass-sc,MIPLIB2017,0,1041,0.1725623637
glass-sc,MIPLIB2017,0,1053,0.1725623637
glass-sc,MIPLIB2017,0,1071,0.1725623637
glass-sc,MIPLIB2017,0,1083,0.1725623637
glass-sc,MIPLIB2017,0,1109,0.2907677403
glass-sc,MIPLIB2017,0,1135,0.2907677403
glass-sc,MIPLIB2017,0,1142,0.05435698712
glass-sc,MIPLIB2017,0,1146,0.1725623637
glass-sc,MIPLIB2017,0,1164,0.1725623637
glass-sc,MIPLIB2017,0,1181,0.05435698712
glass-sc,MIPLIB2017,0,1189,0.05435698712
glass-sc,MIPLIB2017,0,1196,0.05435698712
glass-sc,MIPLIB2017,0,1201,0.2907677403
glass-sc,MIPLIB2017,0,1208,0.5271784936
glass-sc,MIPLIB2017,0,1209,0.1725623637
glass-sc,MIPLIB2017,0,1212,0.4089731169
glass-sc,MIPLIB2017,0,1227,0.1725623637
glass-sc,MIPLIB2017,0,1236,0.05435698712
glass-sc,MIPLIB2017,0,1250,0.4089731169
glass-sc,MIPLIB2017,0,1255,0.05435698712
glass-sc,MIPLIB2017,0,1263,0.05435698712
glass-sc,MIPLIB2017,0,1267,0.1725623637
glass-sc,MIPLIB2017,0,1277,0.05435698712
glass-sc,MIPLIB2017,0,1282,0.05435698712
glass-sc,MIPLIB2017,0,1298,0.1725623637
glass-sc,MIPLIB2017,0,1303,0.2907677403
glass-sc,MIPLIB2017,0,1307,0.1725623637
glass-sc,MIPLIB2017,0,1346,0.2907677403
glass-sc,MIPLIB2017,0,1350,0.05435698712
glass-sc,MIPLIB2017,0,1364,0.1725623637
glass-sc,MIPLIB2017,0,1388,0.2907677403
glass-sc,MIPLIB2017,0,1417,0.05435698712
glass-sc,MIPLIB2017,0,1425,0.05435698712
glass-sc,MIPLIB2017,0,1431,0.2907677403
glass-sc,MIPLIB2017,0,1434,0.1725623637
glass-sc,MIPLIB2017,0,1446,0.1725623637
glass-sc,MIPLIB2017,0,1454,0.05435698712
glass-sc,MIPLIB2017,0,1471,0.2907677403
glass-sc,MIPLIB2017,0,1475,0.2907677403
glass-sc,MIPLIB2017,0,1484,0.2907677403
glass-sc,MIPLIB2017,0,1515,0.5271784936
glass-sc,MIPLIB2017,0,1521,0.1725623637
glass-sc,MIPLIB2017,0,1533,0.05435698712
glass-sc,MIPLIB2017,0,1570,0.1725623637
glass-sc,MIPLIB2017,0,1629,0.05435698712
glass-sc,MIPLIB2017,0,1634,0.4089731169
glass-sc,MIPLIB2017,0,1635,0.1725623637
glass-sc,MIPLIB2017,0,1639,0.1725623637
glass-sc,MIPLIB2017,0,1646,0.2907677403
glass-sc,MIPLIB2017,0,1661,0.1725623637
glass-sc,MIPLIB2017,0,1667,0.1725623637
glass-sc,MIPLIB2017,0,1670,0.1725623637
glass-sc,MIPLIB2017,0,1682,0.1725623637
glass-sc,MIPLIB2017,0,1704,0.1725623637
glass-sc,MIPLIB2017,0,1732,0.2907677403
glass-sc,MIPLIB2017,0,1737,0.2907677403
glass-sc,MIPLIB2017,0,1750,0.1725623637
glass-sc,MIPLIB2017,0,1759,0.1725623637
glass-sc,MIPLIB2017,0,1767,0.05435698712
glass-sc,MIPLIB2017,0,1785,0.2907677403
glass-sc,MIPLIB2017,0,1799,0.1725623637
glass-sc,MIPLIB2017,0,1824,0.2907677403
glass-sc,MIPLIB2017,0,1834,0.1725623637
glass-sc,MIPLIB2017,0,1877,0.05435698712
glass-sc,MIPLIB2017,0,1893,0.05435698712
glass-sc,MIPLIB2017,0,1903,0.1725623637
glass-sc,MIPLIB2017,0,1937,0.1725623637
glass-sc,MIPLIB2017,0,1945,0.4089731169
glass-sc,MIPLIB2017,0,1958,0.2907677403
glass-sc,MIPLIB2017,0,1965,0.2907677403
glass-sc,MIPLIB2017,0,1982,0.8817946234
harp2,MIPLIB2003,0,553,0.2045739161
harp2,MIPLIB2003,0,557,0.2075272567
harp2,MIPLIB2003,0,608,0.05757878197
harp2,MIPLIB2003,0,610,0.06947285643
harp2,MIPLIB2003,0,652,0.04913021941
harp2,MIPLIB2003,0,654,0.04992881485
l152lav,MIPLIB2003,0,92,0.240163789
l152lav,MIPLIB2003,0,104,0.2284137445
l152lav,MIPLIB2003,0,146,0.208830337
l152lav,MIPLIB2003,0,153,0.240163789
l152lav,MIPLIB2003,0,157,0.2440804705
l152lav,MIPLIB2003,0,171,0.2910806485
l152lav,MIPLIB2003,0,174,0.1657468405
l152lav,MIPLIB2003,0,178,0.05607975855
l152lav,MIPLIB2003,0,212,0.08349652905
l152lav,MIPLIB2003,0,217,0.302830693
l152lav,MIPLIB2003,0,243,0.1187466625
l152lav,MIPLIB2003,0,248,0.310664056
l152lav,MIPLIB2003,0,282,0.2049136555
l152lav,MIPLIB2003,0,300,0.13833007
l152lav,MIPLIB2003,0,302,0.146163433
l152lav,MIPLIB2003,0,324,0.05216307705
l152lav,MIPLIB2003,0,331,0.1187466625
l152lav,MIPLIB2003,0,377,0.146163433
l152lav,MIPLIB2003,0,381,0.208830337
l152lav,MIPLIB2003,0,400,0.334164145
l152lav,MIPLIB2003,0,417,0.07957984755
l152lav,MIPLIB2003,0,426,0.4007477305
l152lav,MIPLIB2003,0,442,0.1500801145
l152lav,MIPLIB2003,0,445,0.13833007
l152lav,MIPLIB2003,0,523,0.1265800255
l152lav,MIPLIB2003,0,536,0.255830515
l152lav,MIPLIB2003,0,554,0.07566316605
l152lav,MIPLIB2003,0,559,0.08349652905
l152lav,MIPLIB2003,0,568,0.005162899053
l152lav,MIPLIB2003,0,582,0.07566316605
l152lav,MIPLIB2003,0,586,0.146163433
l152lav,MIPLIB2003,0,588,0.005162899053
l152lav,MIPLIB2003,0,596,0.08349652905
l152lav,MIPLIB2003,0,598,0.1344133885
l152lav,MIPLIB2003,0,602,0.161830159
l152lav,MIPLIB2003,0,608,0.1422467515
l152lav,MIPLIB2003,0,681,0.009079580553
l152lav,MIPLIB2003,0,693,0.2127470185
l152lav,MIPLIB2003,0,699,0.161830159
l152lav,MIPLIB2003,0,733,0.106996618
l152lav,MIPLIB2003,0,739,0.1579134775
l152lav,MIPLIB2003,0,748,0.09916325505
l152lav,MIPLIB2003,0,810,0.185330248
l152lav,MIPLIB2003,0,827,0.169663522
l152lav,MIPLIB2003,0,834,0.09524657355
l152lav,MIPLIB2003,0,857,0.279330604
l152lav,MIPLIB2003,0,867,0.009079580553
l152lav,MIPLIB2003,0,885,0.09916325505
l152lav,MIPLIB2003,0,887,0.177496885
l152lav,MIPLIB2003,0,907,0.185330248
l152lav,MIPLIB2003,0,964,0.177496885
l152lav,MIPLIB2003,0,974,0.06782980305
l152lav,MIPLIB2003,0,980,0.03649635105
l152lav,MIPLIB2003,0,997,0.106996618
l152lav,MIPLIB2003,0,1015,0.185330248
l152lav,MIPLIB2003,0,1034,0.1657468405
l152lav,MIPLIB2003,0,1038,0.122663344
l152lav,MIPLIB2003,0,1071,0.1735802035
l152lav,MIPLIB2003,0,1083,0.2754139225
l152lav,MIPLIB2003,0,1122,0.2519138335
l152lav,MIPLIB2003,0,1126,0.2362471075
l152lav,MIPLIB2003,0,1149,0.1109132995
l152lav,MIPLIB2003,0,1152,0.1109132995
l152lav,MIPLIB2003,0,1161,0.161830159
l152lav,MIPLIB2003,0,1169,0.1344133885
l152lav,MIPLIB2003,0,1184,0.03649635105
l152lav,MIPLIB2003,0,1187,0.04432971405
l152lav,MIPLIB2003,0,1189,0.08349652905
l152lav,MIPLIB2003,0,1192,0.05216307705
l152lav,MIPLIB2003,0,1200,0.3694142785
l152lav,MIPLIB2003,0,1233,0.06391312155
l152lav,MIPLIB2003,0,1238,0.001246217553
l152lav,MIPLIB2003,0,1240,0.09524657355
l152lav,MIPLIB2003,0,1256,0.09132989205
l152lav,MIPLIB2003,0,1260,0.06782980305
l152lav,MIPLIB2003,0,1293,0.2284137445
l152lav,MIPLIB2003,0,1316,0.1579134775
l152lav,MIPLIB2003,0,1328,0.153996796
l152lav,MIPLIB2003,0,1338,0.08741321055
l152lav,MIPLIB2003,0,1346,0.1422467515
l152lav,MIPLIB2003,0,1354,0.1030799365
l152lav,MIPLIB2003,0,1365,0.2440804705
l152lav,MIPLIB2003,0,1383,0.193163611
l152lav,MIPLIB2003,0,1410,0.03649635105
l152lav,MIPLIB2003,0,1426,0.208830337
l152lav,MIPLIB2003,0,1430,0.240163789
l152lav,MIPLIB2003,0,1440,0.1814135665
l152lav,MIPLIB2003,0,1442,0.177496885
l152lav,MIPLIB2003,0,1460,0.106996618
l152lav,MIPLIB2003,0,1462,0.09916325505
l152lav,MIPLIB2003,0,1479,0.2049136555
l152lav,MIPLIB2003,0,1481,0.05999644005
l152lav,MIPLIB2003,0,1488,0.334164145
l152lav,MIPLIB2003,0,1490,0.1579134775
l152lav,MIPLIB2003,0,1585,0.255830515
l152lav,MIPLIB2003,0,1589,0.2754139225
l152lav,MIPLIB2003,0,1599,0.05999644005
l152lav,MIPLIB2003,0,1603,0.05607975855
l152lav,MIPLIB2003,0,1663,0.169663522
l152lav,MIPLIB2003,0,1667,0.1265800255
l152lav,MIPLIB2003,0,1671,0.1265800255
l152lav,MIPLIB2003,0,1674,0.08349652905
l152lav,MIPLIB2003,0,1677,0.01691294355
l152lav,MIPLIB2003,0,1687,0.08741321055
l152lav,MIPLIB2003,0,1698,0.2127470185
l152lav,MIPLIB2003,0,1723,0.1970802925
l152lav,MIPLIB2003,0,1727,0.2166637
l152lav,MIPLIB2003,0,1791,0.07174648455
l152lav,MIPLIB2003,0,1837,0.2166637
l152lav,MIPLIB2003,0,1871,0.224497063
l152lav,MIPLIB2003,0,1887,0.1579134775
l152lav,MIPLIB2003,0,1909,0.1657468405
l152lav,MIPLIB2003,0,1914,0.185330248
l152lav,MIPLIB2003,0,1922,0.1814135665
